ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
707.06,1605,41,15,38,53,66,82,72,93,85,103,93,96,68,86,71,79,83,66,43,52,49,43,55,36,37
707.07,7969,167,63,179,306,337,368,435,392,408,411,414,455,454,423,379,375,368,337,295,288,268,249,198,232,168
707.09,5746,94,70,127,184,228,241,264,291,317,299,301,277,308,302,275,291,269,279,241,220,183,187,184,168,146
707.10,4874,131,797,657,650,521,390,366,315,280,248,194,114,64,47,34,23,11,8,7,3,3,2,4,2,3
707.11,452,21,68,43,57,46,34,31,26,33,22,13,16,8,9,4,6,6,2,,2,2,2,1,,
707.12,1491,85,238,217,194,155,104,112,85,67,70,44,37,23,21,10,7,4,6,7,,2,,2,,1
707.13,2594,136,499,351,352,262,214,160,147,127,102,70,51,44,26,17,11,6,3,2,5,3,3,3,,
707.14,5365,129,822,573,585,572,528,424,402,367,282,228,146,95,85,38,27,17,10,5,13,3,3,3,4,4
707.15,21753,436,1081,1980,1889,1751,1707,1532,1507,1311,1193,1053,899,854,708,616,541,493,443,347,330,295,238,232,183,134
707.19,5126,274,898,664,629,498,422,380,307,271,218,169,121,73,65,38,35,17,13,16,4,4,5,2,1,2
707.20,7303,,10,46,94,183,192,256,306,402,425,482,446,465,441,444,418,399,372,353,370,283,237,256,229,194
707.21,6931,,3,27,70,105,144,209,291,352,408,421,448,493,431,429,418,398,401,363,323,332,255,221,197,192
707.22,17661,,14,83,261,446,602,773,898,980,993,1032,1064,1077,1095,1035,1040,951,892,859,749,712,608,589,485,423
707.23,9917,3,3230,897,880,886,960,844,827,598,329,158,83,48,27,32,27,16,14,15,10,10,6,6,6,5
707.24,9864,9,4437,1448,1327,997,663,401,221,120,82,39,23,15,15,14,11,9,4,6,7,4,3,3,1,5
707.25,6876,1,7,36,88,141,184,278,378,345,376,407,386,373,411,406,385,349,360,363,319,293,287,248,236,219
707.8,3325,111,161,168,201,198,194,208,194,206,174,157,165,166,129,120,122,102,89,77,85,69,75,56,55,43
707.9,475,4,4,15,19,12,17,27,38,24,21,39,40,20,31,27,28,15,14,14,15,13,8,10,7,13
708.0,852,96,48,80,83,56,66,53,49,47,33,37,38,23,22,30,13,15,12,9,11,9,3,5,9,5
708.1,66,2,5,6,7,4,8,5,7,5,7,3,1,2,,2,,1,1,,,,,,,
708.2,1,,,,,,,,1,,,,,,,,,,,,,,,,,
708.3,60,,3,7,3,5,4,3,5,7,7,1,2,2,,2,3,1,1,,,2,1,,,1
708.5,3,1,,,1,,1,,,,,,,,,,,,,,,,,,,
708.8,333,18,11,17,22,27,22,26,32,24,15,15,23,10,11,10,12,9,8,3,4,3,2,3,3,3
708.9,1081,44,46,86,74,79,76,81,87,74,65,56,62,50,38,23,29,21,16,17,21,10,9,10,3,4
709.00,517,,21,49,43,32,33,38,32,27,24,20,26,22,21,16,22,14,15,19,17,5,5,5,7,4
709.01,894,,22,34,60,59,43,73,76,61,63,64,55,49,32,23,29,27,27,18,24,16,16,8,8,7
709.09,808,2,65,135,108,71,63,53,48,49,38,31,24,33,12,16,7,17,13,7,3,6,1,2,1,3
709.1,25,6,2,2,1,,,,2,,2,2,,1,1,,3,,,1,,,1,,1,
709.2,1361,120,131,168,171,117,97,93,69,59,55,53,38,29,23,34,31,9,19,8,10,5,3,7,5,7
709.3,397,25,13,16,16,13,18,17,20,23,24,14,19,18,29,14,19,17,14,17,10,15,5,7,8,6
709.4,35,7,3,4,2,4,1,3,1,3,,2,1,,1,1,2,,,,,,,,,
709.8,3087,61,163,210,207,188,190,183,144,161,145,170,138,139,116,108,125,95,113,77,80,62,76,42,48,46
709.9,2187,24,64,108,126,133,132,150,142,137,124,128,106,111,80,90,84,71,70,58,64,41,46,38,31,29
710.0,15495,1249,2858,2986,1992,1408,1073,766,621,467,388,274,266,228,174,150,124,93,81,68,55,66,37,25,16,30
710.1,2415,109,228,355,331,293,216,168,130,84,78,63,56,57,44,40,32,26,26,27,11,15,8,7,6,5
710.2,3425,24,290,267,415,440,382,275,244,167,133,125,101,101,81,73,79,49,39,30,28,20,17,21,13,11
710.3,765,185,180,129,101,52,31,29,17,13,9,7,2,4,2,,,1,,,,1,,1,1,
710.4,539,72,132,101,67,57,35,27,16,11,10,2,3,1,1,1,,,,1,1,,,1,,
710.5,12,,2,2,,2,2,1,1,,,1,,1,,,,,,,,,,,,
710.8,376,21,87,30,62,43,34,29,23,24,12,3,4,1,2,,,,1,,,,,,,
710.9,594,18,7,39,49,56,42,35,36,35,35,37,36,26,15,17,22,16,14,10,13,8,7,9,9,3
711.00,150,10,38,18,21,17,13,9,4,6,2,3,,1,1,3,1,2,,,,1,,,,
711.01,500,152,95,55,43,42,28,18,15,7,11,10,5,4,4,1,3,1,3,1,1,,,,,1
711.02,251,117,45,33,22,9,8,6,1,3,4,1,,,1,,1,,,,,,,,,
711.03,234,86,48,22,19,13,14,13,9,3,3,,2,,1,,,,,1,,,,,,
711.04,307,137,99,29,11,6,12,2,4,2,,1,1,2,,,,,,,,,1,,,
711.05,721,225,150,66,67,52,54,30,20,9,15,4,6,9,2,5,2,1,,1,1,1,,,1,
711.06,2454,913,613,270,207,139,87,54,41,33,24,26,21,7,4,4,4,2,2,1,,,,,1,1
711.07,645,130,124,97,81,83,47,25,11,12,7,10,4,4,3,,2,2,1,,,1,,,1,
711.08,69,10,9,7,10,12,7,3,1,1,2,,,1,3,,1,,,,,1,,,,1
711.09,32,13,4,1,3,1,3,1,1,2,1,,,,,,1,,,1,,,,,,
711.10,69,,23,10,13,2,4,5,3,2,5,1,1,,,,,,,,,,,,,
711.11,2,,1,,,,,,,,,1,,,,,,,,,,,,,,
711.12,5,,1,,3,1,,,,,,,,,,,,,,,,,,,,
711.13,4,,3,,,,1,,,,,,,,,,,,,,,,,,,
711.14,1,,,,,,,,,,1,,,,,,,,,,,,,,,
711.15,4,,1,1,,1,1,,,,,,,,,,,,,,,,,,,
711.16,28,,13,8,4,2,1,,,,,,,,,,,,,,,,,,,
711.17,7,,4,,1,,,,,,1,,1,,,,,,,,,,,,,
711.18,5,,4,,,1,,,,,,,,,,,,,,,,,,,,
711.19,29,,12,6,2,4,2,,,1,2,,,,,,,,,,,,,,,
711.20,3,,1,,2,,,,,,,,,,,,,,,,,,,,,
711.23,1,,,,1,,,,,,,,,,,,,,,,,,,,,
711.25,1,,,1,,,,,,,,,,,,,,,,,,,,,,
711.28,1,,,,1,,,,,,,,,,,,,,,,,,,,,
711.39,1,,1,,,,,,,,,,,,,,,,,,,,,,,
711.40,22,,1,1,1,5,2,3,1,2,1,4,1,,,,,,,,,,,,,
711.41,9,,3,2,1,,1,,1,1,,,,,,,,,,,,,,,,
711.42,5,,4,,,,,,,,,,1,,,,,,,,,,,,,
711.43,7,,,1,,2,,1,1,,,1,,1,,,,,,,,,,,,
711.44,4,,4,,,,,,,,,,,,,,,,,,,,,,,
711.45,11,,3,,,3,1,1,1,2,,,,,,,,,,,,,,,,
711.46,54,2,18,6,7,3,4,3,3,4,2,2,,,,,,,,,,,,,,
711.47,10,,6,,,,1,,,1,,,2,,,,,,,,,,,,,
711.48,2,,,1,,,,1,,,,,,,,,,,,,,,,,,
711.49,4,,1,1,,,,,,,,,1,,,1,,,,,,,,,,
711.50,2,,1,,1,,,,,,,,,,,,,,,,,,,,,
711.51,1,,1,,,,,,,,,,,,,,,,,,,,,,,
711.53,1,,,1,,,,,,,,,,,,,,,,,,,,,,
711.55,2,,1,,1,,,,,,,,,,,,,,,,,,,,,
711.56,4,,3,,,1,,,,,,,,,,,,,,,,,,,,
711.57,1,,,1,,,,,,,,,,,,,,,,,,,,,,
711.58,2,,1,,,,,,1,,,,,,,,,,,,,,,,,
711.59,6,,2,2,1,,,,,,,,,,,,,,,,,1,,,,
711.60,1,,,,,,,,,,,,1,,,,,,,,,,,,,
711.61,2,,,,,2,,,,,,,,,,,,,,,,,,,,
711.62,1,,,1,,,,,,,,,,,,,,,,,,,,,,
711.65,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
711.66,7,,3,,3,,,1,,,,,,,,,,,,,,,,,,
711.67,2,,,1,,,,,1,,,,,,,,,,,,,,,,,
711.68,3,,,,1,,,1,,,,,,,,,,,,1,,,,,,
711.69,2,,,,,1,,,1,,,,,,,,,,,,,,,,,
711.80,8,,2,,,1,2,1,1,1,,,,,,,,,,,,,,,,
711.81,2,,,,2,,,,,,,,,,,,,,,,,,,,,
711.82,1,,,,,1,,,,,,,,,,,,,,,,,,,,
711.84,1,,,,,,,1,,,,,,,,,,,,,,,,,,
711.85,1,,1,,,,,,,,,,,,,,,,,,,,,,,
711.86,5,,,1,1,,,1,,1,,,,1,,,,,,,,,,,,
711.87,1,,1,,,,,,,,,,,,,,,,,,,,,,,
711.88,1,,,1,,,,,,,,,,,,,,,,,,,,,,
711.89,7,,4,,1,,,,,2,,,,,,,,,,,,,,,,
711.90,13,,2,1,2,3,1,1,2,,1,,,,,,,,,,,,,,,
711.91,26,7,7,2,,1,2,2,3,1,,1,,,,,,,,,,,,,,
711.92,6,1,,,,,2,1,2,,,,,,,,,,,,,,,,,
711.93,6,3,1,,,,1,,,1,,,,,,,,,,,,,,,,
711.94,15,4,6,1,1,1,1,,1,,,,,,,,,,,,,,,,,
711.95,48,11,10,6,4,4,1,2,2,1,,3,2,1,,,,,,1,,,,,,
711.96,67,22,18,7,4,2,2,2,5,2,,1,,,,,1,,,1,,,,,,
711.97,12,1,3,,3,4,,1,,,,,,,,,,,,,,,,,,
711.98,2,1,,,,,,,,,,,,1,,,,,,,,,,,,
711.99,3,1,,,1,,,,,1,,,,,,,,,,,,,,,,
712.10,4,,,,,,,,,2,,,,1,,1,,,,,,,,,,
712.11,1,,,1,,,,,,,,,,,,,,,,,,,,,,
712.12,3,,,1,,,,,,,,,,,,,,1,,1,,,,,,
712.13,2,,,,,,,,,1,,,1,,,,,,,,,,,,,
712.15,1,,,,,,,,,,,,,,,,,,1,,,,,,,
712.16,2,,,,,,,,1,,,,,,,,,,,,,,,1,,
712.17,3,,,1,,,,,,1,,1,,,,,,,,,,,,,,
712.19,1,,,,,,,,,,,,,,,,,,,1,,,,,,
712.20,52,,,1,2,1,4,2,3,7,4,3,4,,3,2,5,4,2,2,2,,,1,,
712.21,12,,1,2,,2,1,,1,1,,,,1,1,,,,,,,,,1,,1
712.22,7,,2,,1,1,,,1,,,,,,1,,,,,,1,,,,,
712.23,26,,3,1,2,1,1,2,4,2,3,1,2,1,,,1,,1,,,,,,,1
712.24,11,,,3,,1,,,1,,,1,2,,1,1,,,,,,,,,,1
712.25,13,,1,1,,2,2,1,2,,,,,,,,2,1,1,,,,,,,
712.26,117,,3,12,11,14,4,11,9,4,9,6,6,3,6,6,3,1,2,2,1,2,1,,1,
712.27,9,,,1,1,1,,,1,1,,1,1,,,,,,1,1,,,,,,
712.28,10,,,1,,,1,1,1,1,,,1,,1,1,,,,,1,,,1,,
712.29,17,,1,1,,1,,,3,1,2,2,,1,1,,1,,1,,1,1,,,,
712.30,499,,2,10,13,19,24,24,28,36,28,37,42,32,33,25,18,19,13,25,15,18,15,9,10,4
712.31,18,,1,,2,1,3,1,,,,2,1,1,,,2,2,,,,,,1,1,
712.32,17,,1,1,2,,2,,,2,1,2,2,,,,,3,,1,,,,,,
712.33,99,,2,4,7,5,2,5,2,4,10,4,6,6,2,6,4,3,5,3,3,5,2,2,2,5
712.34,29,,1,,,5,,,2,3,4,1,1,3,1,2,,1,,,,1,,2,1,1
712.35,25,,1,,2,4,,2,1,1,4,,2,1,2,,1,2,,,1,,,1,,
712.36,553,,12,38,38,22,28,40,34,40,26,31,27,29,29,20,27,23,17,14,13,9,13,8,7,8
712.37,44,,1,3,1,1,1,5,4,2,4,1,3,5,3,,1,1,4,,1,2,,1,,
712.38,18,,,3,,3,1,,1,1,1,,1,1,1,,1,,,,1,1,1,1,,
712.39,30,,2,4,,,3,2,1,2,1,,4,1,,,1,1,,1,,2,2,1,1,1
712.80,2,,,,,,,,,1,,,,,1,,,,,,,,,,,
712.83,2,,,,1,,,,,,,,,,,,,,,,,,1,,,
712.86,5,,,1,,,2,,,1,,,,,,,,,,1,,,,,,
712.90,14,,,,,,,2,,1,,1,1,1,,3,1,,,2,1,,,1,,
712.92,1,,,,,,,,,1,,,,,,,,,,,,,,,,
712.93,3,1,,,,,,,1,,,,,,,,,1,,,,,,,,
712.94,4,,,,,,,1,1,,1,,,,,,,,,,,,,,,1
712.96,12,1,,2,,,2,,1,1,1,,1,,1,2,,,,,,,,,,
712.97,3,1,,1,,,,,1,,,,,,,,,,,,,,,,,
712.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,
712.99,5,2,,,,,1,,,1,,,,1,,,,,,,,,,,,
713.0,8,,,,,1,,,1,2,1,1,,,1,,,1,,,,,,,,
713.1,58,,3,10,12,3,7,6,7,2,1,1,2,,1,1,1,,,,1,,,,,
713.2,25,,2,6,3,1,2,,4,1,2,,1,,1,1,,,1,,,,,,,
713.3,10,,1,1,1,,,,,1,2,1,,,1,,,1,,,,,,,,1
713.4,1,,1,,,,,,,,,,,,,,,,,,,,,,,
713.5,3086,1,40,57,85,131,139,172,195,193,188,218,192,206,171,182,151,141,122,103,82,87,68,67,50,45
713.6,7,,3,1,2,1,,,,,,,,,,,,,,,,,,,,
713.7,5,,,1,,1,,,,,1,,,,,,,,,,,,,1,1,
713.8,112,1,5,5,8,10,14,7,12,5,10,6,2,2,3,7,,2,4,4,2,2,,,,1
714.0,34208,601,1990,2845,2856,2798,2635,2586,2527,2293,2015,1842,1653,1316,1248,978,868,668,562,460,390,312,261,196,174,134
714.1,68,3,3,1,11,9,6,1,1,7,2,1,1,4,1,1,3,4,1,3,1,2,1,1,,
714.2,127,43,4,14,9,11,11,4,5,4,3,3,4,1,,,2,3,,1,,,,2,,3
714.30,662,53,59,84,65,71,57,49,40,41,30,22,21,16,10,9,11,10,6,,2,4,,1,,1
714.31,19,12,3,,2,1,1,,,,,,,,,,,,,,,,,,,
714.32,18,7,6,1,3,,,1,,,,,,,,,,,,,,,,,,
714.33,7,4,,2,,,,,1,,,,,,,,,,,,,,,,,
714.4,7,,,2,,,,,,2,,1,,1,,,1,,,,,,,,,
714.81,349,34,5,9,22,27,32,27,24,19,24,21,18,15,12,10,6,8,8,8,6,2,3,5,2,2
714.89,276,109,15,17,20,20,15,15,10,13,4,5,7,3,5,5,2,2,2,2,2,,1,,2,
714.9,831,28,6,22,37,41,63,44,42,54,62,54,44,45,37,24,35,27,33,25,23,11,23,24,15,12
715.00,1313,3,9,26,49,73,99,89,94,102,97,94,79,71,71,69,43,56,32,30,31,27,22,20,16,11
715.04,55,1,,,3,2,1,5,5,5,4,2,6,1,1,4,,6,,2,1,2,,1,1,2
715.09,1525,33,13,41,59,77,89,116,99,126,125,110,104,81,77,70,67,53,35,42,31,23,20,14,11,9
715.10,53,1,1,,2,2,6,3,6,2,2,1,4,4,3,2,4,2,,1,1,1,2,2,1,
715.11,654,403,16,23,15,14,15,12,18,12,18,24,9,13,7,11,14,7,,5,6,3,4,2,3,
715.12,14,1,1,2,1,1,,1,,1,,,,1,1,1,1,,1,,,,,1,,
715.13,20,,1,,,,1,3,,2,2,2,1,1,,,,2,3,1,,,1,,,
715.14,109,2,,4,9,3,13,13,11,5,6,6,6,3,3,6,2,3,1,,3,3,2,2,2,1
715.15,3624,3179,27,52,61,25,35,32,30,28,23,23,15,15,13,9,17,12,3,6,7,5,1,3,3,
715.16,6658,5603,57,72,83,78,74,80,70,75,63,54,53,55,46,37,29,18,24,14,22,15,17,6,9,4
715.17,130,63,7,4,5,7,4,5,2,5,2,3,2,3,1,1,2,2,,2,1,3,,1,2,3
715.18,27,2,1,3,1,2,2,1,1,1,,2,1,2,1,,,2,2,,2,,,,,1
715.20,75,,,2,2,2,4,5,4,7,8,3,7,3,1,6,2,5,4,3,1,,2,,2,2
715.21,78,47,2,8,,1,1,5,,,1,3,3,1,2,,1,,,,,,2,,,1
715.22,3,,,,1,,,1,,,,,1,,,,,,,,,,,,,
715.23,3,,,,,,1,,,,,1,,,1,,,,,,,,,,,
715.24,8,,,,1,,1,1,,,1,1,,1,,,,,1,1,,,,,,
715.25,260,169,18,23,16,12,4,2,3,2,4,1,3,,,,,,1,,,,,1,,1
715.26,255,187,9,11,3,7,7,10,3,2,2,,3,1,1,,3,1,1,,1,,2,,1,
715.27,54,28,1,3,2,1,2,1,,2,,2,1,1,2,1,1,,1,2,1,1,,,,1
715.28,2,,,,,,,,,,,,,2,,,,,,,,,,,,
715.30,1271,4,13,33,49,65,99,83,102,125,104,99,77,87,77,40,43,36,33,19,19,21,16,8,7,12
715.31,5038,2226,73,120,143,117,127,145,161,181,169,157,181,150,136,136,103,121,122,102,77,84,57,40,58,52
715.32,172,19,9,7,9,6,14,7,6,9,11,9,14,8,1,10,5,6,4,8,5,2,1,,1,1
715.33,292,10,4,11,8,8,16,11,14,15,19,22,18,18,16,16,9,14,8,15,14,8,3,6,2,7
715.34,2203,14,7,43,73,84,96,122,110,124,126,146,140,135,130,133,94,118,85,80,75,79,56,54,40,39
715.35,23714,16877,251,379,381,400,378,429,425,412,391,382,367,375,334,304,257,238,213,211,156,151,118,111,99,75
715.36,53092,32546,346,625,776,960,1098,1228,1309,1334,1290,1260,1219,1100,1085,988,958,851,733,673,637,526,492,452,345,261
715.37,1489,288,25,51,58,44,57,55,70,62,69,78,76,69,55,66,54,35,57,54,33,31,27,29,31,15
715.38,353,12,3,14,13,22,19,28,17,23,28,21,31,20,18,15,16,14,6,8,7,4,5,5,2,2
715.80,1193,9,9,21,29,48,64,92,82,83,88,91,91,80,54,70,57,40,36,42,24,25,16,27,10,5
715.89,4170,540,25,48,92,149,185,210,229,201,242,231,204,224,204,195,189,143,133,147,129,105,105,97,88,55
715.90,85448,57,433,1677,3289,4763,5901,6589,6627,6757,6616,6127,5726,5123,4425,3785,3361,2880,2456,2044,1699,1459,1174,1030,798,652
715.91,1923,446,18,50,69,74,88,91,93,85,87,78,84,99,81,82,63,63,46,42,44,35,30,30,22,23
715.92,95,1,,2,5,4,8,5,6,3,8,8,4,6,4,5,4,5,6,1,2,2,3,,2,1
715.93,181,4,2,4,9,7,7,12,13,12,13,17,7,7,14,9,9,7,6,5,1,3,6,2,2,3
715.94,1194,4,12,30,43,67,72,65,75,89,70,69,77,76,66,62,45,39,43,34,32,35,21,28,19,21
715.95,5754,2839,73,151,154,184,187,183,214,200,176,139,180,147,128,118,112,103,102,78,58,62,52,39,44,31
715.96,12308,4904,121,252,344,400,430,488,519,517,508,470,450,398,393,344,294,285,224,224,171,164,121,123,89,75
715.97,906,75,6,26,37,40,45,66,57,54,78,49,54,50,46,28,35,39,25,21,16,16,18,7,10,8
715.98,889,6,15,28,43,61,85,85,89,71,62,65,46,37,45,22,28,24,13,15,13,8,9,10,6,3
716.00,1,,,,,,1,,,,,,,,,,,,,,,,,,,
716.06,1,,,,,,,1,,,,,,,,,,,,,,,,,,
716.10,30,2,6,2,2,,1,3,2,1,,,4,,1,,3,,,1,,,,1,,1
716.11,106,64,10,10,6,3,1,2,3,1,1,,,2,,1,,1,,,,1,,,,
716.12,19,9,3,1,2,3,,,,,,,,,,,,,,,1,,,,,
716.13,13,1,3,2,,2,,,,2,2,,,1,,,,,,,,,,,,
716.14,11,,2,1,2,1,1,1,1,,,1,,,1,,,,,,,,,,,
716.15,252,141,25,26,13,15,7,4,5,2,1,,4,3,,2,2,1,,,,,,1,,
716.16,522,320,80,25,29,11,10,12,5,6,2,1,5,1,6,2,2,,,,3,1,,1,,
716.17,251,146,23,24,11,9,2,6,3,6,3,4,1,2,,2,1,2,1,2,,1,1,,,1
716.18,12,1,2,1,1,1,,1,1,,2,,,,1,,,,,,,,,,,1
716.19,8,,1,1,2,2,,1,1,,,,,,,,,,,,,,,,,
716.20,4,,,1,,,,1,1,1,,,,,,,,,,,,,,,,
716.26,1,,,,,,,,,,,,1,,,,,,,,,,,,,
716.27,1,,1,,,,,,,,,,,,,,,,,,,,,,,
716.28,2,,,,,,,,,1,,,,,,,,,1,,,,,,,
716.30,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,
716.35,3,2,,,,,,,,,,,1,,,,,,,,,,,,,
716.36,7,4,,,,,1,,,,,1,,1,,,,,,,,,,,,
716.39,1,,,1,,,,,,,,,,,,,,,,,,,,,,
716.41,4,,,,,,1,,1,,,,1,,,,,,,,,,,1,,
716.43,1,,,,,,,,1,,,,,,,,,,,,,,,,,
716.44,2,,,,1,,,,,1,,,,,,,,,,,,,,,,
716.45,3,,,,,1,,1,,,,,,,,,,,1,,,,,,,
716.46,8,1,,,1,2,,,1,,,,1,1,,,,1,,,,,,,,
716.47,1,,,,,,,,,,,,1,,,,,,,,,,,,,
716.49,1,,,,,,,,,,,,,,,1,,,,,,,,,,
716.50,794,12,3,11,31,47,54,66,62,54,58,62,49,51,36,36,37,20,26,20,12,9,12,9,7,10
716.51,8,4,,,,1,1,,,1,,,1,,,,,,,,,,,,,
716.52,3,,,,,1,1,,,,,,,,,,,,1,,,,,,,
716.53,8,,1,,1,,1,2,,2,1,,,,,,,,,,,,,,,
716.54,9,1,,,,,2,,1,,1,1,,,,,1,,,,1,,1,,,
716.55,10,1,,4,,1,1,1,,,,,2,,,,,,,,,,,,,
716.56,46,15,2,5,4,2,3,2,2,3,1,2,,1,,,1,1,,,,,,2,,
716.57,15,3,2,1,1,,1,1,3,2,,,1,,,,,,,,,,,,,
716.58,40,,,1,5,1,2,1,1,2,3,4,5,4,2,2,2,1,2,2,,,,,,
716.59,235,26,3,14,12,18,9,15,13,16,8,11,16,9,13,3,10,8,6,3,5,4,7,4,2,
716.60,15,,,,,,1,2,1,1,,,2,,,,2,3,,,,,1,2,,
716.61,2,1,,,,,,,,,1,,,,,,,,,,,,,,,
716.62,4,1,,,1,,,1,,,1,,,,,,,,,,,,,,,
716.63,10,1,,1,,2,,,,1,1,1,,1,,,,,1,,,,,,1,
716.64,1,,,,,,,,,1,,,,,,,,,,,,,,,,
716.65,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,
716.66,38,9,,4,1,4,1,3,2,,2,,1,1,,,3,1,1,,2,1,,,1,1
716.67,13,,,1,2,1,2,,,1,2,,,,,1,1,1,,,,,,,,1
716.80,102,,1,9,10,10,12,6,8,7,6,10,6,5,3,1,1,1,1,2,1,1,,1,,
716.81,81,42,2,3,4,6,3,3,1,1,3,2,3,1,1,,3,,,,,1,,,,2
716.82,2,,,,,,,,,,,1,1,,,,,,,,,,,,,
716.83,5,,,,1,,,,,1,,2,,,,,,,,,,,,1,,
716.84,17,2,1,2,2,2,1,1,2,,,1,1,1,,,,,,,,,,,,1
716.85,30,1,2,3,2,3,1,3,2,2,1,3,3,1,1,1,,,,,,1,,,,
716.86,84,17,1,6,1,4,7,2,4,5,5,4,2,4,5,3,3,1,1,2,4,,2,,,1
716.87,13,1,,1,2,2,1,,1,,1,1,,,,,,,,,1,,,,2,
716.88,24,,,,3,3,2,,2,3,2,1,1,1,1,2,2,,,,,,,1,,
716.89,81,3,1,3,3,7,18,6,6,4,7,6,4,5,2,1,1,,1,,1,1,,,,1
716.90,28858,14,357,986,1745,2279,2572,2562,2474,2297,2115,1850,1664,1387,1214,1020,923,764,588,489,405,327,271,209,191,155
716.91,1741,369,45,77,82,68,94,84,71,86,83,72,69,80,68,62,63,43,39,39,27,27,25,28,17,23
716.92,121,5,1,4,10,12,5,3,8,7,7,6,9,5,4,3,4,7,5,4,2,5,,2,2,1
716.93,197,11,2,8,6,11,11,12,13,8,8,14,9,13,6,10,8,6,6,10,5,4,6,6,2,2
716.94,986,10,10,39,55,50,66,69,57,66,64,72,51,56,40,42,40,36,31,29,20,18,26,13,11,15
716.95,1325,223,35,43,82,74,71,85,60,64,68,77,61,58,40,47,35,42,29,27,21,16,22,22,12,11
716.96,2998,415,39,111,123,199,186,209,217,201,171,173,153,128,103,94,82,77,67,51,58,39,28,28,24,22
716.97,636,97,16,23,37,45,40,37,21,33,29,31,34,27,23,25,21,14,8,13,12,15,9,12,8,6
716.98,820,5,19,44,69,74,70,85,59,54,55,58,38,28,31,25,17,22,15,12,12,6,7,4,7,4
716.99,803,7,15,28,45,75,75,85,62,72,47,44,53,27,25,20,23,22,12,15,15,11,6,9,5,5
717.0,15,1,4,2,1,,3,1,,1,,,,1,,,,,,,,,1,,,
717.1,11,1,2,4,2,,1,1,,,,,,,,,,,,,,,,,,
717.2,87,15,14,10,7,7,1,6,3,6,3,2,3,2,3,,1,,1,,2,,1,,,
717.3,274,12,17,46,34,23,18,14,14,14,7,17,11,8,6,6,2,5,4,4,3,1,4,2,1,1
717.40,169,13,17,29,14,15,9,11,10,7,5,8,7,2,5,4,3,1,2,1,2,1,,2,1,
717.41,7,,4,,1,,1,1,,,,,,,,,,,,,,,,,,
717.42,25,7,4,2,1,3,3,,,,,2,1,,,,1,,,,,,,,1,
717.43,52,6,6,9,5,5,8,3,3,1,,1,1,1,1,1,,,,,,1,,,,
717.49,29,3,9,3,3,1,2,,,1,1,2,,,,2,,2,,,,,,,,
717.5,211,6,17,15,22,10,15,18,18,12,9,16,9,11,2,5,3,3,4,2,3,2,6,3,,
717.6,265,8,38,43,45,34,24,13,8,13,6,3,2,3,9,4,2,2,,1,2,,1,2,,2
717.7,797,31,100,139,107,68,63,52,38,36,23,28,16,18,16,8,14,8,3,5,6,2,2,5,4,5
717.81,22,2,3,3,4,1,3,1,,1,2,1,,,,,,,,,1,,,,,
717.82,32,1,2,5,5,4,4,3,,2,1,,1,2,1,1,,,,,,,,,,
717.83,203,55,21,22,10,16,14,12,11,9,4,9,6,5,1,2,2,,,,1,3,,,,
717.84,35,2,6,6,5,4,3,2,,1,,2,1,,1,,,1,,,,,1,,,
717.85,27,8,2,4,3,,2,2,1,,1,,1,,1,,,,,,,1,,,1,
717.89,58,10,5,9,4,7,5,1,3,4,2,2,2,1,,1,,1,,1,,,,,,
717.9,214,21,15,28,30,13,17,10,13,9,5,8,6,5,4,6,5,2,10,2,2,2,1,,,
718.00,5,,,2,,1,1,,,,,,1,,,,,,,,,,,,,
718.01,26,3,5,4,3,2,1,2,2,,,,,,,1,,1,1,,1,,,,,
718.02,3,1,,1,1,,,,,,,,,,,,,,,,,,,,,
718.03,4,,1,,1,,,1,,,,,,,,1,,,,,,,,,,
718.04,1,,,,,,,1,,,,,,,,,,,,,,,,,,
718.05,83,28,23,11,10,6,1,,,,2,,,,1,,,,,,,1,,,,
718.07,8,2,1,2,,,,,,,,1,,,1,,,1,,,,,,,,
718.08,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,
718.09,1,,1,,,,,,,,,,,,,,,,,,,,,,,
718.10,1,,,,,,,,1,,,,,,,,,,,,,,,,,
718.11,65,,11,15,6,7,5,3,7,1,1,2,1,1,,,2,1,1,,,1,,,,
718.12,27,,2,3,4,5,1,1,,2,1,2,,1,,,1,,1,2,,,1,,,
718.13,1,,,,,1,,,,,,,,,,,,,,,,,,,,
718.14,1,,,,1,,,,,,,,,,,,,,,,,,,,,
718.15,73,,6,13,17,5,6,2,7,1,3,4,,1,4,1,,2,1,,,,,,,
718.17,50,,8,11,8,6,5,3,,3,1,,,1,,2,1,,,,,,,1,,
718.18,5,,1,1,,1,,1,,,,1,,,,,,,,,,,,,,
718.21,9,,,,1,1,3,1,,,,,,,,2,,,,1,,,,,,
718.22,1,,,1,,,,,,,,,,,,,,,,,,,,,,
718.23,3,,,,,2,,,,,,,,,,,,,1,,,,,,,
718.24,3,2,,,,,,,,,,,1,,,,,,,,,,,,,
